Number of Points,Trial Number,Graph Bandwidth,Error
65536,51,0.032522,0.026374
65536,54,0.032522,0.035863
65536,59,0.032522,0.038285
65536,60,0.032522,0.026750
65536,61,0.032522,0.029015
65536,62,0.032522,0.022460
65536,63,0.032522,0.030119
65536,64,0.032522,0.027723
65536,65,0.032522,0.040000
65536,66,0.032522,0.032725
65536,67,0.032522,0.035652
65536,69,0.032522,0.026119
65536,72,0.032522,0.024567
65536,68,0.032522,0.022257
65536,74,0.032522,0.021565
65536,71,0.032522,0.040093
65536,76,0.032522,0.025927
65536,70,0.032522,0.033525
65536,75,0.032522,0.027921
65536,73,0.032522,0.031871
65536,78,0.032522,0.034052
65536,77,0.032522,0.026879
65536,79,0.032522,0.034076
65536,80,0.032522,0.028256
65536,81,0.032522,0.030480
65536,83,0.032522,0.026112
65536,87,0.032522,0.027692
65536,84,0.032522,0.028914
65536,82,0.032522,0.029434
65536,88,0.032522,0.031725
65536,85,0.032522,0.034443
65536,86,0.032522,0.020119
65536,93,0.032522,0.030347
65536,91,0.032522,0.028911
65536,90,0.032522,0.026978
65536,94,0.032522,0.021445
65536,89,0.032522,0.027336
65536,92,0.032522,0.021022
65536,95,0.032522,0.031204
65536,96,0.032522,0.029205
65536,97,0.032522,0.038936
65536,98,0.032522,0.023083
65536,99,0.032522,0.033462
